"animal_id","name","datetime","monthyear","date_of_birth","outcome_type","outcome_subtype","animal_type","sex_upon_outcome","age_upon_outcome","breed","color"
"A825481","*Vincent","2020-12-23T16:14:00.000","2020-12-23T16:14:00.000","2020-08-27T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair","Brown Tabby"
"A827327",,"2020-12-23T16:00:00.000","2020-12-23T16:00:00.000","2018-12-18T00:00:00.000","Transfer","Partner","Dog","Spayed Female","2 years","Chihuahua Shorthair","White/Tan"
"A827326",,"2020-12-23T16:00:00.000","2020-12-23T16:00:00.000","2017-12-18T00:00:00.000","Transfer","Partner","Dog","Spayed Female","3 years","Chihuahua Shorthair","Black"
"A827026",,"2020-12-23T15:59:00.000","2020-12-23T15:59:00.000","2018-12-11T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Lhasa Apso Mix","White"
"A826570","*Uraraka","2020-12-23T15:53:00.000","2020-12-23T15:53:00.000","2020-09-01T00:00:00.000","Adoption",,"Cat","Spayed Female","3 months","Domestic Shorthair Mix","Black/White"
"A827328",,"2020-12-23T15:52:00.000","2020-12-23T15:52:00.000","2017-12-18T00:00:00.000","Adoption",,"Dog","Spayed Female","3 years","German Shepherd","White"
"A825477","*Salvadore","2020-12-23T15:50:00.000","2020-12-23T15:50:00.000","2020-08-27T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair","Brown Tabby"
"A827437","Taffy","2020-12-23T14:29:00.000","2020-12-23T14:29:00.000","2012-12-21T00:00:00.000","Transfer","Partner","Cat","Neutered Male","8 years","Domestic Longhair Mix","Cream Tabby"
"A827435","Midnight","2020-12-23T14:29:00.000","2020-12-23T14:29:00.000","2005-12-21T00:00:00.000","Return to Owner",,"Cat","Spayed Female","15 years","Domestic Shorthair Mix","Black"
"A827338","*Topper","2020-12-23T13:22:00.000","2020-12-23T13:22:00.000","2019-12-18T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Labrador Retriever","Tan/White"
"A827032",,"2020-12-23T12:17:00.000","2020-12-23T12:17:00.000","2020-06-11T00:00:00.000","Adoption",,"Cat","Neutered Male","6 months","Domestic Medium Hair","Black/White"
"A823632","*Timothy","2020-12-23T11:49:00.000","2020-12-23T11:49:00.000","2020-08-27T00:00:00.000","Adoption","Foster","Cat","Neutered Male","3 months","Domestic Shorthair","Brown Tabby"
"A823849","*Olivia","2020-12-23T11:29:00.000","2020-12-23T11:29:00.000","2020-08-17T00:00:00.000","Adoption","Foster","Cat","Spayed Female","4 months","Domestic Shorthair","Calico/Brown Tabby"
"A824112","*Helen","2020-12-23T11:23:00.000","2020-12-23T11:23:00.000","2019-10-06T00:00:00.000","Adoption",,"Cat","Spayed Female","1 year","Domestic Shorthair","Orange Tabby"
"A827015","Frank","2020-12-23T10:37:00.000","2020-12-23T10:37:00.000","2019-12-11T00:00:00.000","Transfer","Snr","Cat","Spayed Female","1 year","Domestic Shorthair","Brown Tabby"
"A819041","Joi","2020-12-23T09:40:00.000","2020-12-23T09:40:00.000","2012-06-20T00:00:00.000","Adoption","Foster","Dog","Neutered Male","8 years","Dalmatian Mix","White/Black"
"A822956",,"2020-12-23T08:36:00.000","2020-12-23T08:36:00.000","2020-08-21T00:00:00.000","Adoption","Foster","Cat","Spayed Female","4 months","Domestic Shorthair","Tortie/Gold"
"A825920","*Sandy","2020-12-23T07:59:00.000","2020-12-23T07:59:00.000","2020-09-15T00:00:00.000","Adoption","Foster","Dog","Spayed Female","3 months","Australian Cattle Dog Mix","Red Tick/White"
"A827151","Meko","2020-12-22T17:35:00.000","2020-12-22T17:35:00.000","2010-12-14T00:00:00.000","Transfer","Partner","Cat","Spayed Female","10 years","Domestic Shorthair","Torbie"
"A827222","Hank","2020-12-22T17:34:00.000","2020-12-22T17:34:00.000","2007-12-16T00:00:00.000","Transfer","Partner","Cat","Spayed Female","13 years","Domestic Medium Hair Mix","Brown Tabby/White"
"A825513","*Elodie","2020-12-22T17:34:00.000","2020-12-22T17:34:00.000","2019-11-05T00:00:00.000","Transfer","Partner","Cat","Spayed Female","1 year","Domestic Shorthair Mix","Brown Tabby/White"
"A826619","*Brandy","2020-12-22T17:15:00.000","2020-12-22T17:15:00.000","2018-12-02T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","American Bulldog Mix","White/Brown Brindle"
"A827336","*Snoop","2020-12-22T17:10:00.000","2020-12-22T17:10:00.000","2018-12-18T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Chihuahua Shorthair","Brown/Brown"
"A827312",,"2020-12-22T16:58:00.000","2020-12-22T16:58:00.000","2019-12-18T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Labrador Retriever/Border Collie","Black/White"
"A821946","Lyla","2020-12-22T16:54:00.000","2020-12-22T16:54:00.000","2013-09-22T00:00:00.000","Adoption",,"Dog","Spayed Female","7 years","German Shepherd","Brown"
"A827108",,"2020-12-22T16:49:00.000","2020-12-22T16:49:00.000","2019-12-13T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Brittany Mix","Brown/White"
"A824830",,"2020-12-22T16:49:00.000","2020-12-22T16:49:00.000","2020-09-02T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair Mix","Brown Tabby"
"A827192","*Eastwood","2020-12-22T16:35:00.000","2020-12-22T16:35:00.000","2020-04-15T00:00:00.000","Adoption",,"Dog","Neutered Male","8 months","Pit Bull Mix","Blue"
"A824829",,"2020-12-22T16:23:00.000","2020-12-22T16:23:00.000","2020-09-02T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair Mix","Brown Tabby"
"A826398","*Max","2020-12-22T15:17:00.000","2020-12-22T15:17:00.000","2020-10-26T00:00:00.000","Adoption","Foster","Dog","Neutered Male","1 month","Jack Russell Terrier/Dachshund","White/Red"
"A827190",,"2020-12-22T15:08:00.000","2020-12-22T15:08:00.000","2018-12-15T00:00:00.000","Transfer","Partner","Dog","Spayed Female","2 years","Doberman Pinsch","Black/Brown"
"A825946","*Pigeon","2020-12-22T14:54:00.000","2020-12-22T14:54:00.000","2020-05-18T00:00:00.000","Adoption",,"Cat","Neutered Male","7 months","Domestic Shorthair Mix","Orange Tabby/White"
"A825743","*Merrimac","2020-12-22T14:51:00.000","2020-12-22T14:51:00.000","2018-11-10T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Blue Lacy Mix","Blue/White"
"A824912","*Flash","2020-12-22T14:08:00.000","2020-12-22T14:08:00.000","2020-09-23T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 months","Domestic Shorthair","Brown Tabby/White"
"A822930","*Peaches","2020-12-22T14:00:00.000","2020-12-22T14:00:00.000","2010-09-15T00:00:00.000","Adoption","Foster","Cat","Spayed Female","10 years","Domestic Medium Hair","Cream Tabby"
"A827063","Mia","2020-12-22T13:56:00.000","2020-12-22T13:56:00.000","2012-06-22T00:00:00.000","Return to Owner",,"Dog","Intact Female","8 years","German Shepherd","Black Smoke/Brown"
"A826333","*Finn","2020-12-22T13:23:00.000","2020-12-22T13:23:00.000","2020-10-09T00:00:00.000","Adoption","Foster","Dog","Neutered Male","2 months","Dachshund Mix","Brown/White"
"A827052","Oscar","2020-12-22T12:12:00.000","2020-12-22T12:12:00.000","2018-12-11T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Siberian Husky","White/Black"
"A822835","*Bonnie","2020-12-22T11:57:00.000","2020-12-22T11:57:00.000","2020-06-17T00:00:00.000","Adoption","Foster","Cat","Spayed Female","6 months","Domestic Shorthair","Black"
"A827289","Essie","2020-12-22T11:44:00.000","2020-12-22T11:44:00.000","2017-06-17T00:00:00.000","Adoption",,"Cat","Spayed Female","3 years","Domestic Shorthair","Blue/White"
"A827378","Valentino","2020-12-22T11:21:00.000","2020-12-22T11:21:00.000","2018-12-19T00:00:00.000","Return to Owner",,"Dog","Neutered Male","2 years","Pit Bull","Brown Brindle/White"
"A827422","Gizmo","2020-12-22T11:12:00.000","2020-12-22T11:12:00.000","2015-12-21T00:00:00.000","Transfer","Partner","Dog","Spayed Female","5 years","Cairn Terrier","Tan"
"A823723","*Pond","2020-12-22T10:22:00.000","2020-12-22T10:22:00.000","2020-08-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","4 months","Domestic Shorthair","Black/White"
"A827238",,"2020-12-22T09:31:00.000","2020-12-22T09:31:00.000","2019-12-16T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Pit Bull","Brown/White"
"A826040",,"2020-12-22T08:00:00.000","2020-12-22T08:00:00.000","2020-07-25T00:00:00.000","Adoption","Foster","Cat","Spayed Female","4 months","Domestic Shorthair Mix","Black"
"A823533","*Cayenne","2020-12-22T07:48:00.000","2020-12-22T07:48:00.000","2020-08-10T00:00:00.000","Adoption","Foster","Cat","Neutered Male","4 months","Domestic Shorthair","White/Cream Tabby"
"A810619","Delilah","2020-12-22T07:42:00.000","2020-12-22T07:42:00.000","2015-12-16T00:00:00.000","Adoption","Foster","Dog","Spayed Female","5 years","American Bulldog Mix","Blue/Tricolor"
"A825934","*Barada","2020-12-22T07:27:00.000","2020-12-22T07:27:00.000","2020-09-24T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 months","Domestic Shorthair","Black/White"
"A821259","*Vassar","2020-12-22T00:00:00.000","2020-12-22T00:00:00.000","2018-08-07T00:00:00.000","Adoption","Foster","Dog","Neutered Male","2 years","German Shepherd/Labrador Retriever","White"
"A819440","*Nara","2020-12-22T00:00:00.000","2020-12-22T00:00:00.000","2018-06-29T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 years","Staffordshire Mix","Brown Brindle/White"
"A823534","*Habanero","2020-12-22T00:00:00.000","2020-12-22T00:00:00.000","2020-08-10T00:00:00.000","Adoption","Foster","Cat","Neutered Male","4 months","Domestic Shorthair","White/Cream Tabby"
"A826834",,"2020-12-21T17:55:00.000","2020-12-21T17:55:00.000","2020-09-24T00:00:00.000","Adoption",,"Cat","Spayed Female","2 months","Domestic Shorthair","Calico"
"A827182",,"2020-12-21T17:55:00.000","2020-12-21T17:55:00.000","2019-06-15T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","German Shepherd/Great Pyrenees","Blue Tick"
"A826926",,"2020-12-21T17:47:00.000","2020-12-21T17:47:00.000","2018-12-09T00:00:00.000","Transfer","Snr","Cat","Spayed Female","2 years","Domestic Shorthair Mix","Brown Tabby"
"A827212","*Ol'Mcdonald","2020-12-21T17:28:00.000","2020-12-21T17:28:00.000","2018-12-16T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Siberian Husky","Red/White"
"A827319","Wally","2020-12-21T17:25:00.000","2020-12-21T17:25:00.000","2020-06-18T00:00:00.000","Adoption",,"Cat","Neutered Male","6 months","Domestic Shorthair Mix","Brown Tabby"
"A827280",,"2020-12-21T17:22:00.000","2020-12-21T17:22:00.000","2018-12-17T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Chihuahua Shorthair","Tan"
"A827258",,"2020-12-21T17:04:00.000","2020-12-21T17:04:00.000","2020-07-17T00:00:00.000","Adoption",,"Dog","Spayed Female","5 months","German Shepherd","Brown/Black"
"A827368","Cash","2020-12-21T16:56:00.000","2020-12-21T16:56:00.000","2019-12-01T00:00:00.000","Return to Owner",,"Dog","Intact Male","1 year","German Shepherd","Brown/Black"
"A827164",,"2020-12-21T16:55:00.000","2020-12-21T16:55:00.000","2018-12-15T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Mastiff","Brown Brindle"
"A827166",,"2020-12-21T16:53:00.000","2020-12-21T16:53:00.000","2020-10-20T00:00:00.000","Adoption",,"Cat","Spayed Female","2 months","Domestic Shorthair","Torbie"
"A827284",,"2020-12-21T16:50:00.000","2020-12-21T16:50:00.000","2018-12-17T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Chihuahua Shorthair","Brown"
"A827101",,"2020-12-21T16:22:00.000","2020-12-21T16:22:00.000","2018-12-13T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Boxer","Brown Brindle"
"A827221","Ozzy","2020-12-21T16:22:00.000","2020-12-21T16:22:00.000","2020-10-16T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","German Shepherd","Black/Tan"
"A827216",,"2020-12-21T16:21:00.000","2020-12-21T16:21:00.000","2018-12-16T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Chihuahua Shorthair Mix","Tan"
"A827229",,"2020-12-21T16:20:00.000","2020-12-21T16:20:00.000","2019-12-16T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Siberian Husky","White"
"A827215",,"2020-12-21T16:08:00.000","2020-12-21T16:08:00.000","2018-12-16T00:00:00.000","Transfer","Partner","Dog","Neutered Male","2 years","Australian Shepherd","Blue Merle"
"A826782","Wallace","2020-12-21T16:08:00.000","2020-12-21T16:08:00.000","2017-04-07T00:00:00.000","Return to Owner",,"Dog","Neutered Male","3 years","Labrador Retriever","Chocolate"
"A827409",,"2020-12-21T14:48:00.000","2020-12-21T14:48:00.000","2018-12-21T00:00:00.000","Disposal",,"Other","Unknown","2 years","Bat","Brown"
"A821168",,"2020-12-21T14:23:00.000","2020-12-21T14:23:00.000","2020-05-28T00:00:00.000","Adoption","Foster","Cat","Neutered Male","6 months","Snowshoe","Chocolate Point/Cream"
"A827198","*Bucket","2020-12-21T14:10:00.000","2020-12-21T14:10:00.000","2017-12-16T00:00:00.000","Transfer","Partner","Dog","Neutered Male","3 years","German Shepherd","Black/Tan"
"A826350","*Howdy","2020-12-21T14:10:00.000","2020-12-21T14:10:00.000","2018-11-25T00:00:00.000","Transfer","Partner","Dog","Intact Male","2 years","Boxer Mix","Brown/White"
"A827293",,"2020-12-21T14:09:00.000","2020-12-21T14:09:00.000","2019-12-17T00:00:00.000","Transfer","Partner","Dog","Intact Female","1 year","Chihuahua Shorthair/Pug","White/Yellow"
"A824785","*Persie","2020-12-21T14:09:00.000","2020-12-21T14:09:00.000","2018-10-21T00:00:00.000","Transfer","Partner","Dog","Spayed Female","2 years","Pit Bull Mix","Brown Brindle/White"
"A826995","*Kebab","2020-12-21T14:09:00.000","2020-12-21T14:09:00.000","2014-12-10T00:00:00.000","Transfer","Partner","Dog","Neutered Male","6 years","Pit Bull","Brown Brindle"
"A826996","*Okra","2020-12-21T14:09:00.000","2020-12-21T14:09:00.000","2018-12-10T00:00:00.000","Transfer","Partner","Dog","Spayed Female","2 years","Labrador Retriever","Tan/White"
"A827395","Hyde","2020-12-21T11:44:00.000","2020-12-21T11:44:00.000","2012-12-20T00:00:00.000","Return to Owner",,"Dog","Intact Male","8 years","Australian Cattle Dog/Queensland Heeler","Black/Blue Merle"
"A827304",,"2020-12-21T10:20:00.000","2020-12-21T10:20:00.000","2018-12-18T00:00:00.000","Euthanasia","Rabies Risk","Other","Unknown","2 years","Coyote","Tan"
"A827208","Hercules","2020-12-21T09:25:00.000","2020-12-21T09:25:00.000","2018-12-16T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Rottweiler","Black/Brown"
"A814555","Hercules","2020-12-20T18:05:00.000","2020-12-20T18:05:00.000","2017-03-02T00:00:00.000","Adoption",,"Dog","Neutered Male","3 years","Pit Bull","Tan/White"
"A826980","*Spoons","2020-12-20T16:42:00.000","2020-12-20T16:42:00.000","2019-11-10T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Pit Bull","White/Blue"
"A827082","*Twink","2020-12-20T15:07:00.000","2020-12-20T15:07:00.000","2019-12-12T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Chihuahua Shorthair","Brown/White"
"A825601","*Kiley","2020-12-20T12:16:00.000","2020-12-20T12:16:00.000","2018-11-07T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Pit Bull","Brown/White"
"A827187","Brook","2020-12-20T11:49:00.000","2020-12-20T11:49:00.000","2020-05-15T00:00:00.000","Transfer","Partner","Other","Intact Male","7 months","Rabbit Sh","White/Blue"
"A827184","Oreo","2020-12-20T11:49:00.000","2020-12-20T11:49:00.000","2018-12-15T00:00:00.000","Transfer","Partner","Other","Intact Male","2 years","Rex Mix","Blue/White"
"A827298",,"2020-12-20T09:53:00.000","2020-12-20T09:53:00.000","2018-12-17T00:00:00.000","Euthanasia","At Vet","Cat","Unknown","2 years","Domestic Shorthair","Black/Black"
"A827386",,"2020-12-20T09:24:00.000","2020-12-20T09:24:00.000","2014-12-20T00:00:00.000","Euthanasia","Suffering","Cat","Intact Male","6 years","Domestic Medium Hair","Brown Tabby"
"A827381",,"2020-12-20T08:03:00.000","2020-12-20T08:03:00.000","2018-12-19T00:00:00.000","Euthanasia","Rabies Risk","Other","Unknown","2 years","Bat","Brown/Brown"
"A798240","Ricky","2020-12-19T18:07:00.000","2020-12-19T18:07:00.000","2016-06-23T00:00:00.000","Adoption",,"Dog","Neutered Male","4 years","German Shepherd","Black/Brown"
"A722781","Luna","2020-12-19T17:32:00.000","2020-12-19T17:32:00.000","2016-01-22T00:00:00.000","Adoption",,"Dog","Spayed Female","4 years","Pit Bull Mix","White/Brown"
"A822842","*Moe","2020-12-19T17:03:00.000","2020-12-19T17:03:00.000","2019-09-10T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Catahoula","Blue Merle/White"
"A827341",,"2020-12-19T15:37:00.000","2020-12-19T15:37:00.000","2018-12-18T00:00:00.000","Return to Owner",,"Dog","Unknown","2 years","Shih Tzu","White/Black"
"A824456","Lalo","2020-12-19T15:02:00.000","2020-12-19T15:02:00.000","2020-02-14T00:00:00.000","Adoption",,"Dog","Neutered Male","10 months","Australian Cattle Dog Mix","Black/White"
"A820381","*Gidget","2020-12-19T14:59:00.000","2020-12-19T14:59:00.000","2017-07-17T00:00:00.000","Adoption",,"Cat","Spayed Female","3 years","Domestic Shorthair","Brown Tabby/White"
"A827090","Trip","2020-12-19T14:58:00.000","2020-12-19T14:58:00.000","2018-12-13T00:00:00.000","Return to Owner",,"Dog","Intact Male","2 years","Australian Cattle Dog Mix","Black/White"
"A825101",,"2020-12-19T14:55:00.000","2020-12-19T14:55:00.000","2020-06-28T00:00:00.000","Adoption","Foster","Cat","Spayed Female","5 months","Siamese","Lynx Point/White"
"A827342","Hubbard","2020-12-19T14:44:00.000","2020-12-19T14:44:00.000","2016-12-18T00:00:00.000","Return to Owner",,"Dog","Intact Male","4 years","Mastiff Mix","Brown Brindle"
"A819210","*Corduroy","2020-12-19T14:42:00.000","2020-12-19T14:42:00.000","2020-05-24T00:00:00.000","Adoption","Foster","Cat","Neutered Male","6 months","Domestic Shorthair","White/Blue"
"A819211","*Flannel","2020-12-19T14:42:00.000","2020-12-19T14:42:00.000","2020-05-24T00:00:00.000","Adoption","Foster","Cat","Neutered Male","6 months","Domestic Shorthair","White/Blue Tabby"
"A823692","*Ernest","2020-12-19T14:36:00.000","2020-12-19T14:36:00.000","2020-09-13T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair Mix","Brown Tabby"
"A776757","Cobalt","2020-12-19T14:28:00.000","2020-12-19T14:28:00.000","2017-07-18T00:00:00.000","Adoption","Foster","Dog","Neutered Male","3 years","Pit Bull Mix","Brown Brindle/Brown"
"A826914","*Lana","2020-12-19T14:00:00.000","2020-12-19T14:00:00.000","2020-09-30T00:00:00.000","Adoption",,"Cat","Spayed Female","2 months","Domestic Shorthair Mix","Black/White"
"A826812",,"2020-12-19T13:42:00.000","2020-12-19T13:42:00.000","2020-07-07T00:00:00.000","Adoption",,"Cat","Spayed Female","5 months","Domestic Shorthair Mix","Blue Tabby/White"
"A823693","*Lise","2020-12-19T13:35:00.000","2020-12-19T13:35:00.000","2020-09-13T00:00:00.000","Adoption",,"Cat","Spayed Female","3 months","Domestic Shorthair Mix","Black"
"A747805","Missy","2020-12-19T13:10:00.000","2020-12-19T13:10:00.000","2017-04-11T00:00:00.000","Adoption",,"Cat","Spayed Female","3 years","Domestic Longhair","Tortie/White"
"A824913","*Judy Hopps","2020-12-19T13:04:00.000","2020-12-19T13:04:00.000","2020-09-23T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 months","Domestic Shorthair","Blue Tabby/White"
"A827266","Pepper","2020-12-19T13:01:00.000","2020-12-19T13:01:00.000","2007-12-17T00:00:00.000","Return to Owner",,"Dog","Spayed Female","13 years","Cairn Terrier","Black/White"
"A818598",,"2020-12-19T12:53:00.000","2020-12-19T12:53:00.000","2020-02-18T00:00:00.000","Adoption","Foster","Cat","Neutered Male","10 months","Domestic Shorthair Mix","White/Black"
"A818602",,"2020-12-19T12:52:00.000","2020-12-19T12:52:00.000","2020-02-18T00:00:00.000","Adoption","Foster","Cat","Neutered Male","10 months","Domestic Shorthair Mix","Black/White"
"A820850","Paw Paw","2020-12-19T12:46:00.000","2020-12-19T12:46:00.000","2019-07-30T00:00:00.000","Return to Owner",,"Dog","Neutered Male","1 year","Pit Bull","Brown/White"
"A818999","Sam","2020-12-19T12:33:00.000","2020-12-19T12:33:00.000","2017-06-19T00:00:00.000","Rto-Adopt",,"Cat","Neutered Male","3 years","Domestic Shorthair","Cream Tabby"
"A826403","*Baby Boots","2020-12-19T12:10:00.000","2020-12-19T12:10:00.000","2019-11-26T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Pointer/Pit Bull","White/Brown"
"A818326","*Scorpio","2020-12-19T12:06:00.000","2020-12-19T12:06:00.000","2020-03-05T00:00:00.000","Adoption","Foster","Cat","Neutered Male","9 months","Domestic Shorthair Mix","Brown Tabby"
"A815386","Shep","2020-12-19T12:05:00.000","2020-12-19T12:05:00.000","2016-03-14T00:00:00.000","Adoption",,"Dog","Neutered Male","4 years","Boxer/Mastiff","Red"
"A822436","Jesse","2020-12-19T12:05:00.000","2020-12-19T12:05:00.000","2018-09-02T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Pit Bull","Blue"
"A826613","Chief","2020-12-19T12:04:00.000","2020-12-19T12:04:00.000","2019-10-02T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Pointer/Boxer","Black/White"
"A821769","*Aramis","2020-12-19T12:00:00.000","2020-12-19T12:00:00.000","2020-05-07T00:00:00.000","Adoption","Foster","Cat","Neutered Male","7 months","Domestic Shorthair","Brown Tabby"
"A821767","*Athos","2020-12-19T12:00:00.000","2020-12-19T12:00:00.000","2020-05-07T00:00:00.000","Adoption","Foster","Cat","Neutered Male","7 months","Domestic Shorthair","Brown Tabby"
"A801202","Chase","2020-12-19T11:57:00.000","2020-12-19T11:57:00.000","2018-08-01T00:00:00.000","Adoption","Foster","Dog","Neutered Male","2 years","Australian Kelpie Mix","Black Brindle/White"
"A823756","*Simba","2020-12-19T11:31:00.000","2020-12-19T11:31:00.000","2020-07-07T00:00:00.000","Adoption",,"Cat","Neutered Male","5 months","Domestic Shorthair","Black"
"A827016","*Albus","2020-12-19T11:30:00.000","2020-12-19T11:30:00.000","2020-05-11T00:00:00.000","Adoption",,"Dog","Neutered Male","7 months","German Shepherd","Black/Brown"
"A826907","Cleo","2020-12-19T11:29:00.000","2020-12-19T11:29:00.000","2019-12-08T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Plott Hound/Catahoula","Brown Brindle"
"A827311",,"2020-12-19T11:09:00.000","2020-12-19T11:09:00.000","2018-12-18T00:00:00.000","Return to Owner",,"Dog","Intact Male","2 years","Standard Schnauzer","White/Brown"
"A825272","*Moe","2020-12-19T10:23:00.000","2020-12-19T10:23:00.000","2018-10-31T00:00:00.000","Adoption","Foster","Other","Neutered Male","2 years","Rabbit Sh","Brown"
"A825521",,"2020-12-19T10:10:00.000","2020-12-19T10:10:00.000","2020-10-19T00:00:00.000","Adoption","Foster","Cat","Spayed Female","1 month","Domestic Shorthair Mix","Calico"
"A825520",,"2020-12-19T10:04:00.000","2020-12-19T10:04:00.000","2020-10-19T00:00:00.000","Adoption","Foster","Cat","Spayed Female","1 month","Domestic Shorthair Mix","Calico"
"A823550","Smokie","2020-12-19T09:57:00.000","2020-12-19T09:57:00.000","2019-09-25T00:00:00.000","Adoption","Foster","Cat","Spayed Female","1 year","Domestic Shorthair","Blue"
"A818786",,"2020-12-19T08:52:00.000","2020-12-19T08:52:00.000","2020-04-15T00:00:00.000","Adoption","Foster","Cat","Spayed Female","8 months","Domestic Medium Hair","Brown Tabby"
"A818066","*Sorbet","2020-12-19T08:49:00.000","2020-12-19T08:49:00.000","2020-05-06T00:00:00.000","Adoption","Foster","Cat","Spayed Female","7 months","Domestic Shorthair","Black Smoke"
"A823725","*Spring","2020-12-19T08:29:00.000","2020-12-19T08:29:00.000","2020-08-14T00:00:00.000","Adoption","Foster","Cat","Spayed Female","4 months","Domestic Shorthair","Black/White"
"A819849",,"2020-12-19T08:24:00.000","2020-12-19T08:24:00.000","2020-06-15T00:00:00.000","Adoption","Foster","Cat","Spayed Female","6 months","Domestic Longhair","Black"
"A730980","Garfie","2020-12-19T08:09:00.000","2020-12-19T08:09:00.000","2015-07-14T00:00:00.000","Transfer","Snr","Cat","Neutered Male","5 years","Domestic Shorthair Mix","Orange Tabby"
"A812363","Clarence","2020-12-18T18:22:00.000","2020-12-18T18:22:00.000","2016-07-21T00:00:00.000","Adoption",,"Cat","Neutered Male","4 years","Domestic Shorthair","Black"
"A283495","Mae","2020-12-18T17:36:00.000","2020-12-18T17:36:00.000","2001-10-12T00:00:00.000","Return to Owner",,"Cat","Spayed Female","19 years","Domestic Shorthair Mix","Calico"
"A813311","Princess","2020-12-18T17:03:00.000","2020-12-18T17:03:00.000","2019-12-07T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Boxer","White/Tan"
"A826898","*Yogi","2020-12-18T16:45:00.000","2020-12-18T16:45:00.000","2020-09-08T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair Mix","Black"
"A827055","Ivy","2020-12-18T16:43:00.000","2020-12-18T16:43:00.000","2019-12-11T00:00:00.000","Return to Owner",,"Dog","Spayed Female","1 year","Staffordshire","Blue/White"
"A827054","Tigger","2020-12-18T16:31:00.000","2020-12-18T16:31:00.000","2018-12-11T00:00:00.000","Return to Owner",,"Dog","Neutered Male","2 years","Labrador Retriever","Tan/White"
"A826880",,"2020-12-18T16:26:00.000","2020-12-18T16:26:00.000","2020-09-14T00:00:00.000","Adoption",,"Dog","Neutered Male","3 months","German Shepherd Mix","Brown"
"A825782","Luna","2020-12-18T16:13:00.000","2020-12-18T16:13:00.000","2019-11-12T00:00:00.000","Adoption",,"Cat","Spayed Female","1 year","Domestic Shorthair","Calico"
"A827297",,"2020-12-18T16:08:00.000","2020-12-18T16:08:00.000","2018-12-17T00:00:00.000","Return to Owner",,"Cat","Spayed Female","2 years","Domestic Medium Hair","White/Gray"
"A827188","Ralston","2020-12-18T15:57:00.000","2020-12-18T15:57:00.000","2020-05-15T00:00:00.000","Adoption",,"Other","Intact Male","7 months","Rabbit Sh","Black"
"A827231","Snowball Bunnicula","2020-12-18T15:53:00.000","2020-12-18T15:53:00.000","2020-05-15T00:00:00.000","Adoption",,"Other","Intact Female","7 months","Rabbit Sh","White/Seal Point"
"A811660","*Kennedy","2020-12-18T15:24:00.000","2020-12-18T15:24:00.000","2017-01-07T00:00:00.000","Adoption",,"Dog","Spayed Female","3 years","Catahoula Mix","Brown"
"A825665","*Cedar","2020-12-18T15:10:00.000","2020-12-18T15:10:00.000","2012-11-09T00:00:00.000","Adoption",,"Cat","Neutered Male","8 years","Domestic Shorthair","Brown Tabby/White"
"A827105",,"2020-12-18T14:43:00.000","2020-12-18T14:43:00.000","2020-09-13T00:00:00.000","Adoption",,"Dog","Spayed Female","3 months","Anatol Shepherd","Tricolor"
